prism
//Number_of_Node
278
//Number_of_Element
228
//Number_of_Region
2
//Factor
1.0
254,231,232,115,92,93,
150,149,256,11,10,117,
254,232,255,115,93,116,
152,256,255,13,117,116,
255,233,152,116,94,13,
149,257,256,10,118,117,
233,255,232,94,116,93,
258,144,143,119,5,4,
144,258,145,5,119,6,
258,143,259,119,4,120,
259,143,142,120,4,3,
147,257,148,8,118,9,
146,145,258,7,6,119,
146,258,257,7,119,118,
146,257,147,7,118,8,
257,149,148,118,10,9,
233,234,153,94,95,14,
235,236,159,96,97,20,
160,159,236,21,20,97,
236,161,160,97,22,21,
235,159,158,96,20,19,
237,163,162,98,24,23,
161,236,162,22,97,23,
162,236,237,23,97,98,
152,233,153,13,94,14,
150,256,151,11,117,12,
151,256,152,12,117,13,
158,157,235,19,18,96,
154,234,155,15,95,16,
155,234,156,16,95,17,
157,156,235,18,17,96,
234,154,153,95,15,14,
235,156,234,96,17,95,
259,141,230,120,2,91,
141,259,142,2,120,3,
229,259,230,90,120,91,
259,229,260,120,90,121,
229,228,260,90,89,121,
227,226,260,88,87,121,
228,227,260,89,88,121,
260,226,261,121,87,122,
223,262,261,84,123,122,
264,263,244,125,124,105,
263,262,220,124,123,81,
264,243,265,125,104,126,
244,263,220,105,124,81,
243,264,244,104,125,105,
219,245,244,80,106,105,
261,225,224,122,86,85,
261,226,225,122,87,86,
222,262,223,83,123,84,
220,262,221,81,123,82,
221,262,222,82,123,83,
218,245,219,79,106,80,
216,246,245,77,107,106,
216,245,217,77,106,78,
217,245,218,78,106,79,
219,244,220,80,105,81,
215,214,246,76,75,107,
213,247,246,74,108,107,
246,214,213,107,75,74,
215,246,216,76,107,77,
213,212,247,74,73,108,
247,210,248,108,71,109,
211,210,247,72,71,108,
212,211,247,73,72,108,
248,210,209,109,71,70,
223,261,224,84,122,85,
163,237,164,24,98,25,
164,237,165,25,98,26,
167,166,238,28,27,99,
165,238,166,26,99,27,
238,239,168,99,100,29,
169,168,239,30,29,100,
239,170,169,100,31,30,
238,168,167,99,29,28,
237,238,165,98,99,26,
171,170,239,32,31,100,
172,171,240,33,32,101,
240,174,173,101,35,34,
269,176,175,130,37,36,
269,177,176,130,38,37,
175,174,241,36,35,102,
173,172,240,34,33,101,
239,240,171,100,101,32,
268,175,241,129,36,102,
267,241,242,128,102,103,
269,175,268,130,36,129,
241,174,240,102,35,101,
266,267,242,127,128,103,
269,178,177,130,39,38,
269,270,178,130,131,39,
267,268,241,128,129,102,
178,270,179,39,131,40,
179,270,180,40,131,41,
182,181,271,43,42,132,
270,181,180,131,42,41,
183,271,184,44,132,45,
271,183,182,132,44,43,
272,185,184,133,46,45,
272,186,185,133,47,46,
272,184,271,133,45,132,
271,181,270,132,42,131,
251,201,200,112,62,61,
202,201,250,63,62,111,
201,251,250,62,112,111,
275,197,196,136,58,57,
251,199,198,112,60,59,
198,197,252,59,58,113,
251,200,199,112,61,60,
248,207,249,109,68,110,
248,208,207,109,69,68,
248,209,208,109,70,69,
207,206,249,68,67,110,
204,203,250,65,64,111,
204,249,205,65,110,66,
249,204,250,110,65,111,
205,249,206,66,110,67,
203,202,250,64,63,111,
196,195,275,57,56,136,
191,190,273,52,51,134,
274,193,192,135,54,53,
192,191,274,53,52,135,
187,272,188,48,133,49,
272,187,186,133,48,47,
189,188,273,50,49,134,
273,188,272,134,49,133,
189,273,190,50,134,51,
273,274,191,134,135,52,
194,275,195,55,136,56,
198,252,251,59,113,112,
276,253,252,137,114,113,
197,276,252,58,137,113,
274,275,194,135,136,55,
276,277,253,137,138,114,
277,278,253,138,139,114,
276,197,275,137,58,136,
194,193,274,55,54,135,
143,140,142,4,1,3,
140,143,144,1,4,5,
